"","V1","V2"
"198","SeLen_obs","Seed length (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"199","SeLen_pred","Seed length (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"200","SeLen_gf","Seed length (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"201","observation.count.SeLen","Seed length (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"202","LeNArea_obs.1","Leaf nitrogen per leaf area (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"203","LeNArea_pred.1","Leaf nitrogen per leaf area (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"204","LeNArea_gf.1","Leaf nitrogen per leaf area (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"205","observation.count.LeNArea.1","Leaf nitrogen per leaf area (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"206","LeNP_obs.1","Leaf nitrogen/phosphorous concentration ratio (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"207","LeNP_pred.1","Leaf nitrogen/phosphorous concentration ratio (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"208","LeNP_gf.1","Leaf nitrogen/phosphorous concentration ratio (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"209","observation.count.LeNP.1","Leaf nitrogen/phosphorous concentration ratio (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"210","Led15N_obs","Leaf delta 15N (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"211","Led15N_pred","Leaf delta 15N (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"212","Led15N_gf","Leaf delta 15N (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"213","observation.count.Led15N","Leaf delta 15N (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"214","SenbU_obs","Seeds per dispersal unit (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"215","SenbU_pred","Seeds per dispersal unit (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"216","SenbU_gf","Seeds per dispersal unit (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"217","observation.count.SenbU","Seeds per dispersal unit (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"218","LeFMass_obs","Leaf fresh mass (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"219","LeFMass_pred","Leaf fresh mass (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"220","LeFMass_gf","Leaf fresh mass (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"221","observation.count.LeFMass","Leaf fresh mass (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"222","ConduitDens_obs","Conduit density (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"223","ConduitDens_pred","Conduit density (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"224","ConduitDens_gf","Conduit density (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"225","observation.count.ConduitDens","Conduit density (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"226","DispULen_obs","Dispersal unit lenth (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"227","DispULen_pred","Dispersal unit lenth (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"228","DispULen_gf","Dispersal unit lenth (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"229","observation.count.DispULen","Dispersal unit lenth (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"230","VesLen_obs","Vessel element lenth (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"231","VesLen_pred","Vessel element lenth (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"232","VesLen_gf","Vessel element lenth (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
"233","observation.count.VesLen","Vessel element lenth (ecoregion median per species; TRY-db.org, see Supplement Tab.5), obs: as observed, pred: from BHPMF, gf: combination of observed and predicted."
